#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520525728533448746,0.2913165330,0.0024018150,0.6633497115,0.9623421947,0.0149782417,-0.0409206889,0.2683256412
1520525728541782746,0.2924171528,0.0026024960,0.6634130789,0.9623210949,0.0162651414,-0.0410456981,0.2683072979
1520525728550115746,0.2934546638,0.0026545820,0.6634806134,0.9621612988,0.0163162338,-0.0409925742,0.2688847792
1520525728558448746,0.2945428950,0.0026656655,0.6635845507,0.9620081203,0.0162152115,-0.0409358198,0.2694470302
1520525728566781746,0.2956802157,0.0027383798,0.6636645917,0.9618357070,0.0164997871,-0.0412130146,0.2700024393
1520525728575115746,0.2966520482,0.0026227035,0.6637296364,0.9616730302,0.0156052665,-0.0412856000,0.2706232766
1520525728583448746,0.2976478406,0.0028290811,0.6637169225,0.9617274842,0.0168759553,-0.0420309980,0.2702384938
1520525728591781746,0.2986759202,0.0027996102,0.6638927480,0.9616173048,0.0164629539,-0.0421781401,0.2706328411
1520525728600115746,0.2996686378,0.0028248213,0.6639731217,0.9615335945,0.0167024618,-0.0423350118,0.2708909766
1520525728608448746,0.3007307240,0.0029463447,0.6641214744,0.9613379706,0.0166790960,-0.0424073544,0.2715745391
1520525728616781746,0.3016194581,0.0027465803,0.6642404000,0.9612530247,0.0160545395,-0.0423685813,0.2719186965
1520525728625115746,0.3025259977,0.0027325769,0.6642821889,0.9611423622,0.0161853643,-0.0423514025,0.2723045210
1520525728633448746,0.3035096369,0.0028176439,0.6643254812,0.9610389685,0.0163732354,-0.0430222920,0.2725529315
1520525728641782746,0.3044245869,0.0028590717,0.6643575507,0.9608648584,0.0164910403,-0.0430792549,0.2731500453
1520525728650115746,0.3053569408,0.0028987914,0.6644208488,0.9606738524,0.0162964111,-0.0434014739,0.2737818262
1520525728658448746,0.3063426845,0.0027445873,0.6645556038,0.9603114464,0.0151215018,-0.0433254492,0.2751293722
1520525728666782746,0.3073054349,0.0030081206,0.6646939637,0.9602715261,0.0160166709,-0.0442065105,0.2750778924
1520525728675115746,0.3081994052,0.0030527192,0.6647538508,0.9601804983,0.0159225115,-0.0449933626,0.2752734670
1520525728683448746,0.3091255953,0.0030408320,0.6648047197,0.9599604665,0.0159785668,-0.0450870938,0.2760212711
1520525728691781746,0.3100169121,0.0030850509,0.6648783929,0.9597670775,0.0159445618,-0.0453195016,0.2766569550
1520525728700115746,0.3109500398,0.0031153285,0.6649398165,0.9595650035,0.0161510524,-0.0453847488,0.2773344048
1520525728708448746,0.3118745604,0.0031773618,0.6649704835,0.9594193216,0.0161916940,-0.0453333558,0.2778439873
1520525728716781746,0.3127891967,0.0030693112,0.6651532444,0.9591586945,0.0155848539,-0.0455045699,0.2787490722
1520525728725115746,0.3137083272,0.0031805127,0.6651933701,0.9589094305,0.0156657268,-0.0456118648,0.2795833451
1520525728733448746,0.3146157382,0.0033368824,0.6651630062,0.9586387394,0.0158644773,-0.0457797243,0.2804715715
1520525728741781746,0.3155231151,0.0034264735,0.6652240607,0.9583887604,0.0159822253,-0.0457390951,0.2813245235
1520525728750115746,0.3164241626,0.0035349770,0.6652383464,0.9581387776,0.0161399260,-0.0458607765,0.2821460169
1520525728758448746,0.3172841670,0.0036433824,0.6651950294,0.9578921881,0.0160080776,-0.0457295431,0.2830107885
1520525728766782746,0.3181563953,0.0038252128,0.6651809538,0.9576348167,0.0161517357,-0.0456955234,0.2838777879
1520525728775115746,0.3190396273,0.0039819703,0.6651736096,0.9573931666,0.0164350870,-0.0458978402,0.2846429356
1520525728783448746,0.3198420561,0.0042949284,0.6651114470,0.9572552979,0.0172805159,-0.0459867856,0.2850419161
1520525728791782746,0.3206979948,0.0044440654,0.6650506890,0.9569939197,0.0171938972,-0.0456942081,0.2859703603
1520525728800115746,0.3215983721,0.0046895383,0.6650175350,0.9568291004,0.0176380757,-0.0456235500,0.2865056067
1520525728808448746,0.3224170746,0.0048012409,0.6650407935,0.9566176913,0.0179803130,-0.0458011392,0.2871612034
1520525728816781746,0.3232810502,0.0050556900,0.6649605769,0.9564952144,0.0181391205,-0.0455712162,0.2875954475
1520525728825115746,0.3240571061,0.0053311712,0.6648956161,0.9563074331,0.0185921416,-0.0455444245,0.2881946063
1520525728833448746,0.3248448805,0.0055460199,0.6648418492,0.9561470729,0.0187653535,-0.0455797802,0.2887094042
1520525728841781746,0.3257246715,0.0057847025,0.6647385370,0.9559091290,0.0191180681,-0.0459958629,0.2894073550
1520525728850115746,0.3263192224,0.0060901835,0.6647833132,0.9559277068,0.0193736211,-0.0455293982,0.2894027575
1520525728858448746,0.3270064831,0.0063406507,0.6647254026,0.9558289642,0.0195811924,-0.0455532404,0.2897110120
1520525728866781746,0.3276328394,0.0066011724,0.6646293570,0.9557814755,0.0197503961,-0.0457164430,0.2898304672
1520525728875115746,0.3282024917,0.0068052389,0.6646158019,0.9557080479,0.0199266984,-0.0458409786,0.2900407877
1520525728883448746,0.3287335394,0.0070321624,0.6645423900,0.9557016258,0.0201816667,-0.0458420522,0.2900441503
1520525728891782746,0.3293205342,0.0071311285,0.6645469671,0.9556516514,0.0198480130,-0.0459946631,0.2902076300
1520525728900115746,0.3297741446,0.0073813948,0.6643671308,0.9557034323,0.0202629339,-0.0458657271,0.2900287885
1520525728908448746,0.3301637044,0.0075564696,0.6643485632,0.9557588207,0.0201593271,-0.0457773613,0.2898674032
1520525728916782746,0.3304870236,0.0077749343,0.6642287339,0.9558248555,0.0204174015,-0.0457438075,0.2896368059
1520525728925115746,0.3307198970,0.0079341179,0.6642189111,0.9559519134,0.0203710096,-0.0456853163,0.2892296893
1520525728933448746,0.3309345146,0.0079902245,0.6641621775,0.9559771958,0.0204858275,-0.0458359363,0.2891141626
1520525728941781746,0.3310713439,0.0080823948,0.6640789061,0.9560867388,0.0205425424,-0.0458182015,0.2887504878
1520525728950115746,0.3311479148,0.0081287127,0.6639862415,0.9562136350,0.0206754112,-0.0458422495,0.2883166657
1520525728958448746,0.3311391497,0.0081811142,0.6639016305,0.9563836812,0.0207763838,-0.0457364598,0.2877616593
1520525728966781746,0.3310056712,0.0082596105,0.6638425705,0.9566048760,0.0209683379,-0.0454949049,0.2870499148
1520525728975115746,0.3308776068,0.0082378923,0.6636865002,0.9567331453,0.0211304168,-0.0455924010,0.2865947090
1520525728983448746,0.3306405950,0.0082011098,0.6635969394,0.9569606548,0.0212932246,-0.0455795456,0.2858240873
1520525728991781746,0.3302217714,0.0082838664,0.6633991394,0.9572679083,0.0220542813,-0.0454412085,0.2847575407
1520525729000115746,0.3298212163,0.0082259293,0.6632906638,0.9574922604,0.0222442055,-0.0453593630,0.2840005190
1520525729008448746,0.3293369427,0.0081284817,0.6631653293,0.9577261879,0.0224120796,-0.0452088145,0.2832214871
1520525729016782746,0.3287874835,0.0079759213,0.6630743003,0.9579593230,0.0224841436,-0.0451841039,0.2824301603
1520525729025115746,0.3281454350,0.0078234390,0.6629486571,0.9582068615,0.0225931404,-0.0452155146,0.2815754212
1520525729033448746,0.3273999309,0.0076452735,0.6628205261,0.9584586286,0.0226960005,-0.0452819766,0.2806982212
1520525729041782746,0.3266944548,0.0074168124,0.6626349030,0.9586125339,0.0227967903,-0.0455980921,0.2801127097
1520525729050115746,0.3258578315,0.0071442318,0.6626021148,0.9588562765,0.0226027057,-0.0458680673,0.2792487765
1520525729058448746,0.3248378053,0.0069484449,0.6624124448,0.9590683861,0.0229157993,-0.0455523596,0.2785456506
1520525729066781746,0.3238320964,0.0066164747,0.6624822250,0.9593769954,0.0224549728,-0.0455961597,0.2775113423
1520525729075115746,0.3227081477,0.0062642783,0.6624538146,0.9596262888,0.0221206125,-0.0456339801,0.2766687626
1520525729083448746,0.3214864336,0.0059695806,0.6623421914,0.9598613199,0.0223174604,-0.0454002626,0.2758749603
1520525729091781746,0.3202888811,0.0056061235,0.6623298309,0.9601196489,0.0221848176,-0.0457739268,0.2749233372
1520525729100115746,0.3189774286,0.0052584279,0.6623067852,0.9603696606,0.0219841175,-0.0457077161,0.2740759354
1520525729108448746,0.3176448454,0.0048924574,0.6622489322,0.9606571292,0.0222444944,-0.0460328968,0.2729909063
1520525729116781746,0.3161667177,0.0045243570,0.6622552666,0.9609465781,0.0221136615,-0.0457376077,0.2720307541
1520525729125115746,0.3146700069,0.0041041990,0.6622085220,0.9612776466,0.0218693851,-0.0457825490,0.2708707704
1520525729133448746,0.3131563480,0.0036421153,0.6621853643,0.9615820689,0.0218226605,-0.0454437405,0.2698491482
1520525729141782746,0.3115070080,0.0032161841,0.6621452841,0.9619074513,0.0215403498,-0.0453259305,0.2687296570
1520525729150115746,0.3098027446,0.0024983352,0.6620964426,0.9622107788,0.0204476124,-0.0447467043,0.2678246532
1520525729158448746,0.3081489273,0.0021846098,0.6620157949,0.9625821129,0.0214941524,-0.0445306545,0.2664407968
1520525729166782746,0.3064790791,0.0016719265,0.6619902552,0.9629192719,0.0213563280,-0.0444056842,0.2652518015
1520525729175115746,0.3047477673,0.0011393759,0.6619723342,0.9632258381,0.0211749049,-0.0441900350,0.2641871477
1520525729183448746,0.3030213655,0.0007817812,0.6620839758,0.9636032713,0.0212006364,-0.0436655319,0.2628927346
1520525729191781746,0.3011907160,0.0001245672,0.6621087940,0.9638782486,0.0203296715,-0.0430163403,0.2620591933
1520525729200115746,0.2993092665,-0.0002131348,0.6619430818,0.9642646766,0.0216178107,-0.0424665158,0.2606202194
1520525729208448746,0.2973310736,-0.0009846709,0.6619731762,0.9647807256,0.0209999648,-0.0419785103,0.2588338418
1520525729216781746,0.2953486714,-0.0016541668,0.6618961113,0.9651578767,0.0198854740,-0.0415023796,0.2575895835
1520525729225115746,0.2934730885,-0.0023055115,0.6620432389,0.9655071272,0.0192765677,-0.0407558937,0.2564436748
1520525729233448746,0.2915460585,-0.0026583616,0.6618865784,0.9659449323,0.0199905612,-0.0408732040,0.2547158150
1520525729241781746,0.2895349256,-0.0033559871,0.6620832024,0.9664390034,0.0190564591,-0.0401383887,0.2530245321
1520525729250115746,0.2876264578,-0.0037855750,0.6619876508,0.9668768217,0.0194958274,-0.0399122216,0.2513486403
1520525729258448746,0.2855920617,-0.0043927148,0.6620583353,0.9673635106,0.0192134081,-0.0392601263,0.2495943226
1520525729266782746,0.2835655397,-0.0050221951,0.6621795424,0.9678037409,0.0185570787,-0.0386339755,0.2480301794
1520525729275115746,0.2815223131,-0.0054689478,0.6621240247,0.9682616367,0.0188442275,-0.0384083732,0.2462500655
1520525729283448746,0.2793743643,-0.0060152778,0.6621281104,0.9687633784,0.0187648536,-0.0377070718,0.2443840699
1520525729291782746,0.2773738144,-0.0066857175,0.6622962408,0.9692224826,0.0180790454,-0.0373661867,0.2426616893
1520525729300115746,0.2753583784,-0.0072990450,0.6623979898,0.9696842076,0.0180808736,-0.0370100914,0.2408648432
1520525729308448746,0.2732940392,-0.0077634907,0.6625320895,0.9701743875,0.0186084808,-0.0365312180,0.2389159944
1520525729316781746,0.2711315533,-0.0083039055,0.6625410396,0.9706422265,0.0187064499,-0.0359414428,0.2370905935
1520525729325115746,0.2691578350,-0.0088401813,0.6626646783,0.9710332032,0.0183757130,-0.0358533923,0.2355236415
1520525729333448746,0.2670226093,-0.0097132055,0.6629453120,0.9713699952,0.0162351323,-0.0349415904,0.2344266156
1520525729341781746,0.2649104676,-0.0102309247,0.6629465424,0.9718354822,0.0164073532,-0.0347519656,0.2325056886
1520525729350115746,0.2627760299,-0.0108436013,0.6630393143,0.9723185672,0.0163622838,-0.0343210129,0.2305448930
1520525729358448746,0.2605742679,-0.0113763357,0.6631040383,0.9727548483,0.0166411228,-0.0338186294,0.2287517834
1520525729366781746,0.2585025077,-0.0118598584,0.6631739926,0.9731220494,0.0170506188,-0.0337966935,0.2271575155
1520525729375115746,0.2562726818,-0.0125562967,0.6632803898,0.9735014364,0.0163440198,-0.0330582241,0.2256877937
1520525729383448746,0.2541931960,-0.0131329972,0.6634405223,0.9738542314,0.0159339859,-0.0330428330,0.2241923624
1520525729391782746,0.2520323916,-0.0135962613,0.6634532907,0.9743632532,0.0167674539,-0.0329966241,0.2219151325
1520525729400115746,0.2497824068,-0.0143837507,0.6635663983,0.9746175934,0.0152095737,-0.0321071481,0.2210392423
1520525729408448746,0.2476151002,-0.0149472429,0.6636629815,0.9749991408,0.0153971590,-0.0320192900,0.2193498760
1520525729416782746,0.2455133519,-0.0155081291,0.6637810843,0.9752774412,0.0150614701,-0.0316187164,0.2181910207
1520525729425115746,0.2433591527,-0.0158321165,0.6639125488,0.9756582690,0.0159323654,-0.0317175653,0.2164049396
1520525729433448746,0.2412520723,-0.0164353051,0.6641088711,0.9760193219,0.0156161861,-0.0316395701,0.2148053902
1520525729441781746,0.2391826483,-0.0169900390,0.6642000989,0.9763457711,0.0156885503,-0.0312439371,0.2133696814
1520525729450115746,0.2369786000,-0.0175464788,0.6643393005,0.9767535569,0.0154242910,-0.0310133362,0.2115484655
1520525729458448746,0.2348742494,-0.0180897388,0.6644243029,0.9770358416,0.0151115995,-0.0309265163,0.2102763763
1520525729466781746,0.2327807301,-0.0185898773,0.6645347037,0.9773178134,0.0150887358,-0.0304861799,0.2090282624
1520525729475115746,0.2306383596,-0.0191138925,0.6646670952,0.9776128247,0.0148540588,-0.0300919619,0.2077185494
1520525729483448746,0.2286012577,-0.0195967609,0.6647918045,0.9779425856,0.0152722765,-0.0302463519,0.2061072901
1520525729491781746,0.2264510890,-0.0201864341,0.6649643102,0.9782770987,0.0148248711,-0.0298786545,0.2046006046
1520525729500115746,0.2243313045,-0.0205832475,0.6649731940,0.9785798710,0.0153438665,-0.0297770954,0.2031239188
1520525729508448746,0.2221658037,-0.0211188211,0.6650574676,0.9788385455,0.0148975478,-0.0292713854,0.2019810656
1520525729516782746,0.2201221139,-0.0217283473,0.6651740232,0.9791506815,0.0151332520,-0.0290416453,0.2004782046
1520525729525115746,0.2179801543,-0.0221635849,0.6652961819,0.9794092509,0.0143954990,-0.0287344197,0.1993103658
1520525729533448746,0.2160010254,-0.0226815547,0.6653576009,0.9797218303,0.0146798416,-0.0287286716,0.1977480741
1520525729541782746,0.2139149893,-0.0231951312,0.6655802622,0.9800292710,0.0144401426,-0.0284460216,0.1962776963
1520525729550115746,0.2118501778,-0.0236443261,0.6656732394,0.9803435001,0.0149173406,-0.0282777838,0.1946906823
1520525729558448746,0.2097635593,-0.0240658004,0.6657935665,0.9806234710,0.0147624794,-0.0281016555,0.1933131506
1520525729566781746,0.2076833122,-0.0244954009,0.6658357536,0.9809188570,0.0148696905,-0.0277907101,0.1918456792
1520525729575115746,0.2056276580,-0.0249251216,0.6660447633,0.9812602883,0.0147403318,-0.0276759407,0.1901184144
1520525729583448746,0.2036577414,-0.0253378115,0.6660787896,0.9814870360,0.0151037605,-0.0276284080,0.1889225916
1520525729591781746,0.2015938570,-0.0257506612,0.6661078105,0.9817958585,0.0154162563,-0.0274168381,0.1873167060
1520525729600115746,0.1996525052,-0.0261921964,0.6662745982,0.9820513786,0.0149156332,-0.0274672196,0.1860058214
1520525729608448746,0.1975894937,-0.0266295936,0.6664763149,0.9823702698,0.0144709877,-0.0272535341,0.1843813666
1520525729616781746,0.1955216169,-0.0268239423,0.6663764852,0.9826791309,0.0156467985,-0.0273799620,0.1826122699
1520525729625115746,0.1935481696,-0.0272422651,0.6664781692,0.9829544714,0.0155887302,-0.0274787791,0.1811143710
1520525729633448746,0.1915865869,-0.0276257689,0.6666310197,0.9832131774,0.0152898950,-0.0273900435,0.1797438521
1520525729641782746,0.1896096797,-0.0279475167,0.6667791555,0.9834649222,0.0150425050,-0.0274849965,0.1783677238
1520525729650115746,0.1876656744,-0.0282756258,0.6669016429,0.9837177176,0.0150670372,-0.0275198232,0.1769607185
1520525729658448746,0.1857063901,-0.0285591144,0.6669989735,0.9839881283,0.0152923664,-0.0275199798,0.1754313475
1520525729666782746,0.1837744254,-0.0289023082,0.6671120739,0.9842767230,0.0152299718,-0.0274635804,0.1738192514
1520525729675115746,0.1817931042,-0.0292517688,0.6672457056,0.9845701803,0.0144676255,-0.0274073258,0.1722239423
1520525729683448746,0.1799178622,-0.0295580424,0.6673928150,0.9848273715,0.0143267443,-0.0273889509,0.1707619340
1520525729691781746,0.1780357849,-0.0297700053,0.6675124634,0.9850535219,0.0146699126,-0.0271598261,0.1694600144
1520525729700115746,0.1761314950,-0.0300725970,0.6675713422,0.9852871161,0.0145047164,-0.0271156892,0.1681179687
1520525729708448746,0.1742660923,-0.0303589352,0.6677060190,0.9855239967,0.0144761784,-0.0270242115,0.1667410693
1520525729716781746,0.1724375449,-0.0305634570,0.6678658952,0.9857276300,0.0142745628,-0.0268056630,0.1655860282
1520525729725115746,0.1706210231,-0.0308414793,0.6679616656,0.9859160472,0.0142328006,-0.0267721674,0.1644695301
1520525729733448746,0.1687964107,-0.0310700621,0.6681252256,0.9861257880,0.0142685919,-0.0265549714,0.1632396122
1520525729741781746,0.1669320223,-0.0311812434,0.6682223425,0.9863443514,0.0143834631,-0.0265099883,0.1619109537
1520525729750115746,0.1650941525,-0.0313389294,0.6682837719,0.9865556424,0.0145764337,-0.0265969735,0.1605867149
1520525729758448746,0.1632832233,-0.0316612914,0.6684345124,0.9867517058,0.0139045960,-0.0264377504,0.1594640359
1520525729766782746,0.1614757821,-0.0318932879,0.6685333525,0.9869051305,0.0139710698,-0.0263070318,0.1585276403
1520525729775115746,0.1597091543,-0.0319750207,0.6686702320,0.9871343755,0.0142118394,-0.0264577082,0.1570469292
1520525729783448746,0.1578819048,-0.0321378475,0.6687377835,0.9873257543,0.0144022036,-0.0263089719,0.1558469422
1520525729791782746,0.1560721107,-0.0323124514,0.6687945103,0.9875281090,0.0144211699,-0.0263138422,0.1545569327
1520525729800115746,0.1543783918,-0.0324831860,0.6688485405,0.9876775433,0.0148314770,-0.0264676955,0.1535335760
1520525729808448746,0.1526002032,-0.0326142213,0.6690156634,0.9879029710,0.0146142553,-0.0264731437,0.1520964042
1520525729816781746,0.1508313883,-0.0327748339,0.6690053556,0.9880664931,0.0148065218,-0.0264329429,0.1510187791
1520525729825115746,0.1490823197,-0.0329075610,0.6691398147,0.9882861564,0.0149163230,-0.0266493727,0.1495252061
1520525729833448746,0.1473428355,-0.0330300679,0.6691951875,0.9884495417,0.0150777257,-0.0265363718,0.1484452313
1520525729841781746,0.1455771033,-0.0332383235,0.6693173515,0.9886423518,0.0147434606,-0.0263131156,0.1472295844
1520525729850115746,0.1438103496,-0.0333221479,0.6693944220,0.9888413094,0.0148505920,-0.0263739973,0.1458654754
1520525729858448746,0.1420223531,-0.0334548638,0.6695704927,0.9890442044,0.0148734102,-0.0259720204,0.1445537876
1520525729866781746,0.1403336477,-0.0336664160,0.6695989217,0.9892477690,0.0144563764,-0.0265010855,0.1430998157
1520525729875115746,0.1385599898,-0.0337626243,0.6695831546,0.9893872282,0.0148324055,-0.0261336840,0.1421616788
1520525729883448746,0.1367483990,-0.0340435349,0.6698018233,0.9896034151,0.0140731926,-0.0256292191,0.1408196333
1520525729891782746,0.1349745073,-0.0341430074,0.6698082613,0.9898077054,0.0142458462,-0.0256276662,0.1393591939
